dateVector,songs,headlines
"
May
17
2007

",Sparks Fly," Woodlake High School, Woodlake, CA, USA"
"
May
17
2007

",Fearless," Woodlake High School, Woodlake, CA, USA"
"
May
17
2007

",Mary's Song (Oh My My My)," Woodlake High School, Woodlake, CA, USA"
"
May
17
2007

",The Outside," Woodlake High School, Woodlake, CA, USA"
"
May
17
2007

",Tim Mcgraw," Woodlake High School, Woodlake, CA, USA"
"
May
17
2007

",Picture To Burn," Woodlake High School, Woodlake, CA, USA"
"
May
16
2007

",Tim Mcgraw," Yahoo! HQ, Sunnyvale, CA, USA"
"
May
15
2007

",Tim Mcgraw," MGM Grand Theater, Las Vegas, NV, USA"
"
May
11
2007

",Lose Yourself," Verizon Wireless Amphitheater, Bonner Springs, KS, USA"
"
May
11
2007

",Our Song," Verizon Wireless Amphitheater, Bonner Springs, KS, USA"
"
May
11
2007

",Permanent Marker," Verizon Wireless Amphitheater, Bonner Springs, KS, USA"
"
May
11
2007

",Teardrops On My Guitar," Verizon Wireless Amphitheater, Bonner Springs, KS, USA"
"
May
11
2007

",Should've Said No," Verizon Wireless Amphitheater, Bonner Springs, KS, USA"
"
May
11
2007

",Tim Mcgraw," Verizon Wireless Amphitheater, Bonner Springs, KS, USA"
"
May
11
2007

",Picture To Burn," Verizon Wireless Amphitheater, Bonner Springs, KS, USA"
"
May
6
2007

",Lose Yourself," Assembly Hall, Champaign, IL, USA"
"
May
6
2007

",Our Song," Assembly Hall, Champaign, IL, USA"
"
May
6
2007

",Permanent Marker," Assembly Hall, Champaign, IL, USA"
"
May
6
2007

",Teardrops On My Guitar," Assembly Hall, Champaign, IL, USA"
"
May
6
2007

",Should've Said No," Assembly Hall, Champaign, IL, USA"
"
May
6
2007

",Tim Mcgraw," Assembly Hall, Champaign, IL, USA"
"
May
6
2007

",Picture To Burn," Assembly Hall, Champaign, IL, USA"
"
May
4
2007

",Lose Yourself," The MARK of the Quad Cities, Moline, IL, USA"
"
May
4
2007

",Our Song," The MARK of the Quad Cities, Moline, IL, USA"
"
May
4
2007

",Permanent Marker," The MARK of the Quad Cities, Moline, IL, USA"
"
May
4
2007

",Teardrops On My Guitar," The MARK of the Quad Cities, Moline, IL, USA"
"
May
4
2007

",Should've Said No," The MARK of the Quad Cities, Moline, IL, USA"
"
May
4
2007

",Tim Mcgraw," The MARK of the Quad Cities, Moline, IL, USA"
"
May
4
2007

",Picture To Burn," The MARK of the Quad Cities, Moline, IL, USA"
"
May
3
2007

",Lose Yourself," Roberts Municipal Stadium, Evansville, IN, USA"
"
May
3
2007

",Our Song," Roberts Municipal Stadium, Evansville, IN, USA"
"
May
3
2007

",Permanent Marker," Roberts Municipal Stadium, Evansville, IN, USA"
"
May
3
2007

",Teardrops On My Guitar," Roberts Municipal Stadium, Evansville, IN, USA"
"
May
3
2007

",Should've Said No," Roberts Municipal Stadium, Evansville, IN, USA"
"
May
3
2007

",Tim Mcgraw," Roberts Municipal Stadium, Evansville, IN, USA"
"
May
3
2007

",Picture To Burn," Roberts Municipal Stadium, Evansville, IN, USA"
"
Apr
28
2007

",Lose Yourself," Columbus Civic Center, Columbus, GA, USA"
"
Apr
28
2007

",Our Song," Columbus Civic Center, Columbus, GA, USA"
"
Apr
28
2007

",Permanent Marker," Columbus Civic Center, Columbus, GA, USA"
"
Apr
28
2007

",Teardrops On My Guitar," Columbus Civic Center, Columbus, GA, USA"
"
Apr
28
2007

",Should've Said No," Columbus Civic Center, Columbus, GA, USA"
"
Apr
28
2007

",Tim Mcgraw," Columbus Civic Center, Columbus, GA, USA"
"
Apr
28
2007

",Picture To Burn," Columbus Civic Center, Columbus, GA, USA"
"
Apr
27
2007

",Lose Yourself," Allen E. Paulson Stadium, Statesboro, GA, USA"
"
Apr
27
2007

",Our Song," Allen E. Paulson Stadium, Statesboro, GA, USA"
"
Apr
27
2007

",Permanent Marker," Allen E. Paulson Stadium, Statesboro, GA, USA"
"
Apr
27
2007

",Teardrops On My Guitar," Allen E. Paulson Stadium, Statesboro, GA, USA"
"
Apr
27
2007

",Should've Said No," Allen E. Paulson Stadium, Statesboro, GA, USA"
"
Apr
27
2007

",Tim Mcgraw," Allen E. Paulson Stadium, Statesboro, GA, USA"
"
Apr
27
2007

",Picture To Burn," Allen E. Paulson Stadium, Statesboro, GA, USA"
"
Apr
26
2007

",Our Song," McKenzie Arena, Chattanooga, TN, USA"
"
Apr
26
2007

",Teardrops On My Guitar," McKenzie Arena, Chattanooga, TN, USA"
"
Apr
26
2007

",Should've Said No," McKenzie Arena, Chattanooga, TN, USA"
"
Apr
26
2007

",Tim Mcgraw," McKenzie Arena, Chattanooga, TN, USA"
"
Apr
26
2007

",Picture To Burn," McKenzie Arena, Chattanooga, TN, USA"
"
Apr
14
2007

",Our Song," Longwood University, Farmville, VA, USA"
"
Apr
14
2007

",Teardrops On My Guitar," Longwood University, Farmville, VA, USA"
"
Apr
14
2007

",Should've Said No," Longwood University, Farmville, VA, USA"
"
Apr
14
2007

",Tim Mcgraw," Longwood University, Farmville, VA, USA"
"
Apr
14
2007

",Picture To Burn," Longwood University, Farmville, VA, USA"
"
Apr
9
2007

",The Star-Spangled Banner," Dodger Stadium, Los Angeles, CA, USA"
"
Apr
6
2007

",Lose Yourself," Sovereign Performing Arts Center, Reading, PA, USA"
"
Apr
6
2007

",Our Song," Sovereign Performing Arts Center, Reading, PA, USA"
"
Apr
6
2007

",Permanent Marker," Sovereign Performing Arts Center, Reading, PA, USA"
"
Apr
6
2007

",Should've Said No," Sovereign Performing Arts Center, Reading, PA, USA"
"
Apr
6
2007

",Stay Beautiful," Sovereign Performing Arts Center, Reading, PA, USA"
"
Apr
6
2007

",Missing You," Sovereign Performing Arts Center, Reading, PA, USA"
"
Apr
6
2007

",Irreplaceable," Sovereign Performing Arts Center, Reading, PA, USA"
"
Apr
6
2007

",Tied Together With A Smile," Sovereign Performing Arts Center, Reading, PA, USA"
"
Apr
6
2007

",I'd Lie," Sovereign Performing Arts Center, Reading, PA, USA"
"
Apr
6
2007

",Sparks Fly," Sovereign Performing Arts Center, Reading, PA, USA"
"
Apr
6
2007

",Fearless," Sovereign Performing Arts Center, Reading, PA, USA"
"
Apr
6
2007

",Mary's Song (Oh My My My)," Sovereign Performing Arts Center, Reading, PA, USA"
"
Apr
6
2007

",The Outside," Sovereign Performing Arts Center, Reading, PA, USA"
"
Apr
6
2007

",Tim Mcgraw," Sovereign Performing Arts Center, Reading, PA, USA"
"
Apr
6
2007

",Picture To Burn," Sovereign Performing Arts Center, Reading, PA, USA"
"
Apr
5
2007

",The Star-Spangled Banner," FirstEnergy Stadium, Reading, PA, USA"
"
Mar
10
2007

",Our Song," Mohegan Sun Arena, Uncasville, CT, USA"
"
Mar
10
2007

",Teardrops On My Guitar," Mohegan Sun Arena, Uncasville, CT, USA"
"
Mar
10
2007

",Should've Said No," Mohegan Sun Arena, Uncasville, CT, USA"
"
Mar
10
2007

",Tim Mcgraw," Mohegan Sun Arena, Uncasville, CT, USA"
"
Mar
10
2007

",Picture To Burn," Mohegan Sun Arena, Uncasville, CT, USA"
"
Mar
9
2007

",Our Song," Mohegan Sun Arena, Uncasville, CT, USA"
"
Mar
9
2007

",Teardrops On My Guitar," Mohegan Sun Arena, Uncasville, CT, USA"
"
Mar
9
2007

",Should've Said No," Mohegan Sun Arena, Uncasville, CT, USA"
"
Mar
9
2007

",Tim Mcgraw," Mohegan Sun Arena, Uncasville, CT, USA"
"
Mar
9
2007

",Picture To Burn," Mohegan Sun Arena, Uncasville, CT, USA"
"
Mar
3
2007

",Our Song," Pepsi Center, Denver, CO, USA"
"
Mar
3
2007

",Teardrops On My Guitar," Pepsi Center, Denver, CO, USA"
"
Mar
3
2007

",Should've Said No," Pepsi Center, Denver, CO, USA"
"
Mar
3
2007

",Tim Mcgraw," Pepsi Center, Denver, CO, USA"
"
Mar
3
2007

",Picture To Burn," Pepsi Center, Denver, CO, USA"
"
Mar
2
2007

",Our Song," Kemper Arena, Kansas City, MO, USA"
"
Mar
2
2007

",Teardrops On My Guitar," Kemper Arena, Kansas City, MO, USA"
"
Mar
2
2007

",Should've Said No," Kemper Arena, Kansas City, MO, USA"
"
Mar
2
2007

",Tim Mcgraw," Kemper Arena, Kansas City, MO, USA"
"
Mar
2
2007

",Picture To Burn," Kemper Arena, Kansas City, MO, USA"
"
Feb
24
2007

",Our Song," North Charleston Coliseum, North Charleston, SC, USA"
"
Feb
24
2007

",Teardrops On My Guitar," North Charleston Coliseum, North Charleston, SC, USA"
"
Feb
24
2007

",Should've Said No," North Charleston Coliseum, North Charleston, SC, USA"
"
Feb
24
2007

",Tim Mcgraw," North Charleston Coliseum, North Charleston, SC, USA"
"
Feb
24
2007

",Picture To Burn," North Charleston Coliseum, North Charleston, SC, USA"
"
Feb
23
2007

",Our Song," Thompson-Boling Arena, Knoxville, TN, USA"
"
Feb
23
2007

",Teardrops On My Guitar," Thompson-Boling Arena, Knoxville, TN, USA"
"
Feb
23
2007

",Should've Said No," Thompson-Boling Arena, Knoxville, TN, USA"
"
Feb
23
2007

",Tim Mcgraw," Thompson-Boling Arena, Knoxville, TN, USA"
"
Feb
23
2007

",Picture To Burn," Thompson-Boling Arena, Knoxville, TN, USA"
"
Feb
22
2007

",Our Song," Conseco Fieldhouse, Indianapolis, IN, USA"
"
Feb
22
2007

",Teardrops On My Guitar," Conseco Fieldhouse, Indianapolis, IN, USA"
"
Feb
22
2007

",Should've Said No," Conseco Fieldhouse, Indianapolis, IN, USA"
"
Feb
22
2007

",Tim Mcgraw," Conseco Fieldhouse, Indianapolis, IN, USA"
"
Feb
22
2007

",Picture To Burn," Conseco Fieldhouse, Indianapolis, IN, USA"
"
Feb
17
2007

",Our Song," Nationwide Arena, Columbus, OH, USA"
"
Feb
17
2007

",Teardrops On My Guitar," Nationwide Arena, Columbus, OH, USA"
"
Feb
17
2007

",Should've Said No," Nationwide Arena, Columbus, OH, USA"
"
Feb
17
2007

",Tim Mcgraw," Nationwide Arena, Columbus, OH, USA"
"
Feb
17
2007

",Picture To Burn," Nationwide Arena, Columbus, OH, USA"
"
Feb
16
2007

",Our Song," Mellon Arena, Pittsburgh, PA, USA"
"
Feb
16
2007

",Teardrops On My Guitar," Mellon Arena, Pittsburgh, PA, USA"
"
Feb
16
2007

",Should've Said No," Mellon Arena, Pittsburgh, PA, USA"
"
Feb
16
2007

",Tim Mcgraw," Mellon Arena, Pittsburgh, PA, USA"
"
Feb
16
2007

",Picture To Burn," Mellon Arena, Pittsburgh, PA, USA"
"
Feb
15
2007

",Our Song," Sears Centre Arena, Hoffman Estates, IL, USA"
"
Feb
15
2007

",Teardrops On My Guitar," Sears Centre Arena, Hoffman Estates, IL, USA"
"
Feb
15
2007

",Should've Said No," Sears Centre Arena, Hoffman Estates, IL, USA"
"
Feb
15
2007

",Tim Mcgraw," Sears Centre Arena, Hoffman Estates, IL, USA"
"
Feb
15
2007

",Picture To Burn," Sears Centre Arena, Hoffman Estates, IL, USA"
"
Feb
13
2007

",Tim Mcgraw," The Tonight Show with Jay Leno, Burbank, CA, USA"
"
Feb
3
2007

",Our Song," MGM Grand Garden Arena, Las Vegas, NV, USA"
"
Feb
3
2007

",Teardrops On My Guitar," MGM Grand Garden Arena, Las Vegas, NV, USA"
"
Feb
3
2007

",Should've Said No," MGM Grand Garden Arena, Las Vegas, NV, USA"
"
Feb
3
2007

",Tim Mcgraw," MGM Grand Garden Arena, Las Vegas, NV, USA"
"
Feb
3
2007

",Picture To Burn," MGM Grand Garden Arena, Las Vegas, NV, USA"
"
Feb
2
2007

",Our Song," US Airways Center, Phoenix, AZ, USA"
"
Feb
2
2007

",Teardrops On My Guitar," US Airways Center, Phoenix, AZ, USA"
"
Feb
2
2007

",Should've Said No," US Airways Center, Phoenix, AZ, USA"
"
Feb
2
2007

",Tim Mcgraw," US Airways Center, Phoenix, AZ, USA"
"
Feb
2
2007

",Picture To Burn," US Airways Center, Phoenix, AZ, USA"
"
Feb
1
2007

",Our Song," Pan American Center, Las Cruces, NM, USA"
"
Feb
1
2007

",Teardrops On My Guitar," Pan American Center, Las Cruces, NM, USA"
"
Feb
1
2007

",Should've Said No," Pan American Center, Las Cruces, NM, USA"
"
Feb
1
2007

",Tim Mcgraw," Pan American Center, Las Cruces, NM, USA"
"
Feb
1
2007

",Picture To Burn," Pan American Center, Las Cruces, NM, USA"
"
Jan
28
2007

",Our Song," C.B. Smith Park, Pembroke Pines, FL, USA"
"
Jan
28
2007

",Stay Beautiful," C.B. Smith Park, Pembroke Pines, FL, USA"
"
Jan
28
2007

",Teardrops On My Guitar," C.B. Smith Park, Pembroke Pines, FL, USA"
"
Jan
28
2007

",Should've Said No," C.B. Smith Park, Pembroke Pines, FL, USA"
"
Jan
28
2007

",Tim Mcgraw," C.B. Smith Park, Pembroke Pines, FL, USA"
"
Jan
28
2007

",Picture To Burn," C.B. Smith Park, Pembroke Pines, FL, USA"
"
Jan
27
2007

",Our Song," Tacoma Dome, Tacoma, WA, USA"
"
Jan
27
2007

",Teardrops On My Guitar," Tacoma Dome, Tacoma, WA, USA"
"
Jan
27
2007

",Should've Said No," Tacoma Dome, Tacoma, WA, USA"
"
Jan
27
2007

",Tim Mcgraw," Tacoma Dome, Tacoma, WA, USA"
"
Jan
27
2007

",Picture To Burn," Tacoma Dome, Tacoma, WA, USA"
"
Jan
26
2007

",Our Song," Taco Bell Arena, Boise, ID, USA"
"
Jan
26
2007

",Teardrops On My Guitar," Taco Bell Arena, Boise, ID, USA"
"
Jan
26
2007

",Should've Said No," Taco Bell Arena, Boise, ID, USA"
"
Jan
26
2007

",Tim Mcgraw," Taco Bell Arena, Boise, ID, USA"
"
Jan
26
2007

",Picture To Burn," Taco Bell Arena, Boise, ID, USA"
"
Jan
25
2007

",Our Song," Rose Garden Arena, Portland, OR, USA"
"
Jan
25
2007

",Teardrops On My Guitar," Rose Garden Arena, Portland, OR, USA"
"
Jan
25
2007

",Should've Said No," Rose Garden Arena, Portland, OR, USA"
"
Jan
25
2007

",Tim Mcgraw," Rose Garden Arena, Portland, OR, USA"
"
Jan
25
2007

",Picture To Burn," Rose Garden Arena, Portland, OR, USA"
"
Jan
20
2007

",Our Song," Greensboro Coliseum, Greensboro, NC, USA"
"
Jan
20
2007

",Teardrops On My Guitar," Greensboro Coliseum, Greensboro, NC, USA"
"
Jan
20
2007

",Should've Said No," Greensboro Coliseum, Greensboro, NC, USA"
"
Jan
20
2007

",Tim Mcgraw," Greensboro Coliseum, Greensboro, NC, USA"
"
Jan
20
2007

",Picture To Burn," Greensboro Coliseum, Greensboro, NC, USA"
"
Jan
19
2007

",Our Song," John Paul Jones Arena, Charlottesville, VA, USA"
"
Jan
19
2007

",Teardrops On My Guitar," John Paul Jones Arena, Charlottesville, VA, USA"
"
Jan
19
2007

",Should've Said No," John Paul Jones Arena, Charlottesville, VA, USA"
"
Jan
19
2007

",Tim Mcgraw," John Paul Jones Arena, Charlottesville, VA, USA"
"
Jan
19
2007

",Picture To Burn," John Paul Jones Arena, Charlottesville, VA, USA"
"
Jan
18
2007

",Our Song," Giant Center, Hershey, PA, USA"
"
Jan
18
2007

",Teardrops On My Guitar," Giant Center, Hershey, PA, USA"
"
Jan
18
2007

",Should've Said No," Giant Center, Hershey, PA, USA"
"
Jan
18
2007

",Tim Mcgraw," Giant Center, Hershey, PA, USA"
"
Jan
18
2007

",Picture To Burn," Giant Center, Hershey, PA, USA"
"
Jan
13
2007

",Our Song," FedExForum, Memphis, TN, USA"
"
Jan
13
2007

",Teardrops On My Guitar," FedExForum, Memphis, TN, USA"
"
Jan
13
2007

",Should've Said No," FedExForum, Memphis, TN, USA"
"
Jan
13
2007

",Tim Mcgraw," FedExForum, Memphis, TN, USA"
"
Jan
13
2007

",Picture To Burn," FedExForum, Memphis, TN, USA"
"
Jan
12
2007

",Our Song," CenturyTel Center, Bossier City, LA, USA"
"
Jan
12
2007

",Teardrops On My Guitar," CenturyTel Center, Bossier City, LA, USA"
"
Jan
12
2007

",Should've Said No," CenturyTel Center, Bossier City, LA, USA"
"
Jan
12
2007

",Tim Mcgraw," CenturyTel Center, Bossier City, LA, USA"
"
Jan
12
2007

",Picture To Burn," CenturyTel Center, Bossier City, LA, USA"
"
Jan
11
2007

",Our Song," Cajundome, Lafayette, LA, USA"
"
Jan
11
2007

",Teardrops On My Guitar," Cajundome, Lafayette, LA, USA"
"
Jan
11
2007

",Should've Said No," Cajundome, Lafayette, LA, USA"
"
Jan
11
2007

",Tim Mcgraw," Cajundome, Lafayette, LA, USA"
"
Jan
11
2007

",Picture To Burn," Cajundome, Lafayette, LA, USA"
"
Dec
10
2006

",Our Song," Brandin' Iron, San Bernardino, CA, USA"
"
Dec
10
2006

",I'd Lie," Brandin' Iron, San Bernardino, CA, USA"
"
Dec
10
2006

",Should've Said No," Brandin' Iron, San Bernardino, CA, USA"
"
Dec
10
2006

",Stay Beautiful," Brandin' Iron, San Bernardino, CA, USA"
"
Dec
10
2006

",A Place In This World," Brandin' Iron, San Bernardino, CA, USA"
"
Dec
10
2006

",Teardrops On My Guitar," Brandin' Iron, San Bernardino, CA, USA"
"
Dec
10
2006

",Mary's Song (Oh My My My)," Brandin' Iron, San Bernardino, CA, USA"
"
Dec
10
2006

",The Outside," Brandin' Iron, San Bernardino, CA, USA"
"
Dec
10
2006

",Permanent Marker," Brandin' Iron, San Bernardino, CA, USA"
"
Dec
10
2006

",Tim Mcgraw," Brandin' Iron, San Bernardino, CA, USA"
"
Dec
10
2006

",Picture To Burn," Brandin' Iron, San Bernardino, CA, USA"
"
Dec
1
2006

",Our Song," Wildhorse Saloon, Nashville, TN, USA"
"
Dec
1
2006

",Teardrops On My Guitar," Wildhorse Saloon, Nashville, TN, USA"
"
Dec
1
2006

",Should've Said No," Wildhorse Saloon, Nashville, TN, USA"
"
Dec
1
2006

",A Place In This World," Wildhorse Saloon, Nashville, TN, USA"
"
Dec
1
2006

",Mary's Song (Oh My My My)," Wildhorse Saloon, Nashville, TN, USA"
"
Dec
1
2006

",Tim Mcgraw," Wildhorse Saloon, Nashville, TN, USA"
"
Dec
1
2006

",Picture To Burn," Wildhorse Saloon, Nashville, TN, USA"
"
Nov
23
2006

",The Star-Spangled Banner," Ford Field, Detroit, MI, USA"
"
Nov
12
2006

",The Star-Spangled Banner," Phoenix International Raceway, Avondale, AZ, USA"
"
Nov
3
2006

",Our Song," Pepsi Arena, Albany, NY, USA"
"
Nov
3
2006

",Teardrops On My Guitar," Pepsi Arena, Albany, NY, USA"
"
Nov
3
2006

",Should've Said No," Pepsi Arena, Albany, NY, USA"
"
Nov
3
2006

",Tim Mcgraw," Pepsi Arena, Albany, NY, USA"
"
Nov
3
2006

",Picture To Burn," Pepsi Arena, Albany, NY, USA"
"
Nov
2
2006

",Our Song," HSBC Arena, Buffalo, NY, USA"
"
Nov
2
2006

",Teardrops On My Guitar," HSBC Arena, Buffalo, NY, USA"
"
Nov
2
2006

",Should've Said No," HSBC Arena, Buffalo, NY, USA"
"
Nov
2
2006

",Tim Mcgraw," HSBC Arena, Buffalo, NY, USA"
"
Nov
2
2006

",Picture To Burn," HSBC Arena, Buffalo, NY, USA"
"
Nov
1
2006

",Our Song," Air Canada Centre, Toronto, ON, Canada"
"
Nov
1
2006

",Teardrops On My Guitar," Air Canada Centre, Toronto, ON, Canada"
"
Nov
1
2006

",Should've Said No," Air Canada Centre, Toronto, ON, Canada"
"
Nov
1
2006

",Tim Mcgraw," Air Canada Centre, Toronto, ON, Canada"
"
Nov
1
2006

",Picture To Burn," Air Canada Centre, Toronto, ON, Canada"
"
Oct
31
2006

",Our Song," Duke's Country Bar & Grill, Portland, OR, USA"
"
Oct
31
2006

",Teardrops On My Guitar," Duke's Country Bar & Grill, Portland, OR, USA"
"
Oct
31
2006

",Should've Said No," Duke's Country Bar & Grill, Portland, OR, USA"
"
Oct
31
2006

",Tim Mcgraw," Duke's Country Bar & Grill, Portland, OR, USA"
"
Oct
31
2006

",Picture To Burn," Duke's Country Bar & Grill, Portland, OR, USA"
"
Oct
28
2006

",Our Song," FedExForum, Memphis, TN, USA"
"
Oct
28
2006

",Teardrops On My Guitar," FedExForum, Memphis, TN, USA"
"
Oct
28
2006

",Should've Said No," FedExForum, Memphis, TN, USA"
"
Oct
28
2006

",Tim Mcgraw," FedExForum, Memphis, TN, USA"
"
Oct
28
2006

",Picture To Burn," FedExForum, Memphis, TN, USA"
"
Oct
27
2006

",Our Song," CenturyTel Center, Bossier City, LA, USA"
"
Oct
27
2006

",Teardrops On My Guitar," CenturyTel Center, Bossier City, LA, USA"
"
Oct
27
2006

",Should've Said No," CenturyTel Center, Bossier City, LA, USA"
"
Oct
27
2006

",Tim Mcgraw," CenturyTel Center, Bossier City, LA, USA"
"
Oct
27
2006

",Picture To Burn," CenturyTel Center, Bossier City, LA, USA"
"
Oct
26
2006

",Our Song," Frank Erwin Center, Austin, TX, USA"
"
Oct
26
2006

",Teardrops On My Guitar," Frank Erwin Center, Austin, TX, USA"
"
Oct
26
2006

",Should've Said No," Frank Erwin Center, Austin, TX, USA"
"
Oct
26
2006

",Tim Mcgraw," Frank Erwin Center, Austin, TX, USA"
"
Oct
26
2006

",Picture To Burn," Frank Erwin Center, Austin, TX, USA"
"
Oct
24
2006

",Tim Mcgraw," Good Morning America, New York, NY, USA"
"
Oct
21
2006

",Picture To Burn," Unknown Venue, Lexington, NC, USA"
"
Oct
21
2006

",Tim Mcgraw," Unknown Venue, Lexington, NC, USA"
"
Oct
21
2006

",Our Song," Ervin J. Nutter Center, Fairborn, OH, USA"
"
Oct
21
2006

",Teardrops On My Guitar," Ervin J. Nutter Center, Fairborn, OH, USA"
"
Oct
21
2006

",Should've Said No," Ervin J. Nutter Center, Fairborn, OH, USA"
"
Oct
21
2006

",Tim Mcgraw," Ervin J. Nutter Center, Fairborn, OH, USA"
"
Oct
21
2006

",Picture To Burn," Ervin J. Nutter Center, Fairborn, OH, USA"
"
Oct
20
2006

",Our Song," The MARK of the Quad Cities, Moline, IL, USA"
"
Oct
20
2006

",Teardrops On My Guitar," The MARK of the Quad Cities, Moline, IL, USA"
"
Oct
20
2006

",Should've Said No," The MARK of the Quad Cities, Moline, IL, USA"
"
Oct
20
2006

",Tim Mcgraw," The MARK of the Quad Cities, Moline, IL, USA"
"
Oct
20
2006

",Picture To Burn," The MARK of the Quad Cities, Moline, IL, USA"
"
Oct
19
2006

",Our Song," Qwest Center, Omaha, NE, USA"
"
Oct
19
2006

",Teardrops On My Guitar," Qwest Center, Omaha, NE, USA"
"
Oct
19
2006

",Should've Said No," Qwest Center, Omaha, NE, USA"
"
Oct
19
2006

",Tim Mcgraw," Qwest Center, Omaha, NE, USA"
"
Oct
19
2006

",Picture To Burn," Qwest Center, Omaha, NE, USA"
"
Oct
14
2006

",Our Song," Verizon Wireless Ampitheatre, Irvine, CA, USA"
"
Oct
14
2006

",Stay Beautiful," Verizon Wireless Ampitheatre, Irvine, CA, USA"
"
Oct
14
2006

",I'd Lie," Verizon Wireless Ampitheatre, Irvine, CA, USA"
"
Oct
14
2006

",Should've Said No," Verizon Wireless Ampitheatre, Irvine, CA, USA"
"
Oct
14
2006

",Teardrops On My Guitar," Verizon Wireless Ampitheatre, Irvine, CA, USA"
"
Oct
14
2006

",A Place In This World," Verizon Wireless Ampitheatre, Irvine, CA, USA"
